Cluster;Star;X;Y;Color;Size;Sphere of Influence;Planet;Type;Hazard;Tectonics;Weather;Thermal;Biohazard;Biological Units;Mineral Value;Axial Tilt;Density;Radius;Gravity;Temp;Day Duration;Atmosphere;DistFromStar
Mersenne;Beta;241.6;729.1;red;dwarf;None;IV;Purple;4;4;1;1;1;0;264;14;60;32;19;-234;233;0;2325
Microscopii;Prime;439.5;997.9;green;dwarf;None;IV;Cyanic;3;3;1;1;1;0;0;-13;34;36;12;-180;184;0;6501
Mira;Delta;335.4;235.4;orange;dwarf;None;IV;Chondrite;7;7;1;1;1;0;61;-30;98;33;32;-212;223;0;3802
Muscae;Zeta;112.5;858.3;orange;dwarf;None;IV;Copper;2;1;2;1;1;7;369;-34;157;35;54;-217;192;15;4448
Muscae;Beta;104.1;770.8;orange;dwarf;None;IV;Chondrite;5;5;1;1;1;0;106;25;100;26;26;-216;296;0;4223
Ophiuchi;Alpha;043.7;877.0;red;dwarf;None;IV;Selenic;1;1;1;1;1;0;27;-19;62;33;20;-252;235;0;7762
Ophiuchi;Beta;047.9;887.5;red;dwarf;None;IV;Gas Giant;8;1;8;1;1;0;0;29;21;991;208;-246;129;65535;4529
Organon;Prime;685.8;057.7;green;dwarf;None;IV;Radioactive;3;3;1;1;1;0;736;-19;198;35;69;-174;33089;0;5774
Pavonis;Alpha;056.2;800.0;green;giant;None;IV;Metal;9;4;7;8;1;0;814;35;157;28;43;1404;266;2705;3935
Pavonis;Beta;068.7;800.0;orange;dwarf;None;IV;Gas Giant;8;3;8;1;1;0;0;19;21;1431;300;-220;120;65535;4998
Pegasi;Beta;039.5;745.8;blue;dwarf;None;IV;Selenic;2;2;1;1;1;0;270;-11;63;30;18;-122;14853;0;3876
Pegasi;Alpha;033.3;762.5;blue;dwarf;None;IV;Opalescent;4;4;1;1;1;0;105;20;62;27;16;-122;181;0;3876
Phoenicis;Alpha;941.6;439.5;blue;dwarf;None;IV;Halide;1;1;1;1;1;0;160;-24;63;26;16;-126;257;0;4082
Ptolemae;Gamma;210.0;055.4;yellow;dwarf;None;IV;Organic;3;3;1;1;1;0;136;-8;100;101;101;-197;36441;0;5496
Ptolemae;Alpha;200.4;044.1;blue;dwarf;None;IV;Ultraviolet;4;4;3;1;1;40;660;-6;149;105;156;-112;31291;93;3419
Ptolemae;Eta;174.0;042.3;blue;dwarf;None;IV;Water;6;4;2;1;6;49;120;-12;104;111;115;-123;181;15;3945
Ptolemae;Beta;205.8;047.5;yellow;dwarf;None;IV;Cyanic;3;3;1;1;1;0;19;8;33;35;11;-200;17685;0;5922
Ptolemae;Delta;215.6;044.0;orange;dwarf;None;IV;Gas Giant;8;3;8;1;1;0;0;-15;21;634;133;-217;109;65535;4512
Puppis;Alpha;812.5;308.3;orange;dwarf;None;IV;Carbide;2;2;1;1;1;0;38;18;102;33;33;-218;168;0;4694
Pyxidis;Gamma;906.2;508.3;orange;dwarf;None;IV;Green;4;4;3;1;1;0;290;-1;103;36;37;-200;34224;86;2651
Sagittae;Gamma;015.2;590.0;red;dwarf;None;IV;Cimmerian;3;3;1;1;1;0;103;-7;147;30;44;-239;255;0;3044
Sculptoris;Delta;581.2;120.8;orange;dwarf;None;IV;Carbide;4;4;1;1;1;0;79;-18;97;32;31;-220;152;0;5036
Tauri;Delta;016.6;377.0;white;dwarf;None;IV;Metal;4;3;3;1;1;0;792;23;148;25;37;-102;160;112;4338
Tauri;Zeta;009.0;361.4;blue;dwarf;None;IV;Redux;4;4;1;1;1;0;340;-25;98;80;78;-167;177;0;7837
Tauri;Epsilon;014.9;351.9;red;dwarf;None;IV;Azure;5;5;2;1;1;0;174;9;61;32;19;-234;201;10;2252
Tauri;Beta;028.8;373.5;white;dwarf;None;IV;Urea;8;8;3;1;1;0;50;-9;63;25;15;-98;244;92;4155
Tauri;Gamma;026.7;364.5;blue;dwarf;None;IV;Gas Giant;8;2;8;1;1;0;0;5;20;540;108;-114;81;65535;3489
Tauri;Alpha;022.9;366.6;green;dwarf;None;IV;Gas Giant;8;1;8;1;1;0;0;14;21;1241;260;-182;149;65535;6778
Telescopii;Alpha;028.5;402.0;white;dwarf;None;IV;Redux;3;3;1;1;1;0;136;13;105;85;89;-76;285;0;3273
Trianguli;Alpha;793.4;031.8;blue;dwarf;None;IV;Primordial;8;8;3;1;1;0;443;19;104;84;87;-116;245;102;3544
Trianguli;Gamma;806.2;031.8;red;dwarf;None;IV;Ruby;2;2;1;1;1;0;1875;-21;60;80;48;-244;27666;0;4081
Vega;Prime;033.3;975.0;red;dwarf;None;IV;Azure;5;5;2;1;5;51;111;17;62;36;22;-248;273;14;5365
Vela;Prime;334.5;193.1;yellow;dwarf;None;IV;Gas Giant;8;1;8;1;1;0;0;6;20;492;98;-188;142;65535;4362
Velorum;Alpha;086.0;406.5;blue;dwarf;None;IV;Yttric;2;2;1;1;1;0;397;-45;146;30;43;-164;277;12;7435
Velorum;Beta;092.6;397.2;red;dwarf;None;IV;Pellucid;3;3;1;1;1;0;25;-3;59;34;20;-252;209;0;7752
Virginis;Alpha;029.1;325.0;green;dwarf;None;IV;Organic;6;6;1;1;1;0;169;-11;103;107;110;-150;154;0;3736
Virginis;Delta;110.4;333.3;white;dwarf;None;IV;Redux;4;4;1;1;1;0;321;-17;99;91;90;-137;267;0;6784
Virginis;Gamma;079.1;327.0;red;dwarf;None;IV;Gas Giant;8;1;8;1;1;0;0;-29;21;1107;232;-243;154;65535;3939
Wolf;Alpha;160.1;174.6;red;dwarf;None;IV;Gas Giant;8;3;8;1;1;0;0;-27;20;1467;293;-249;99;65535;5791
Zeeman;Prime;335.2;194.0;white;super giant;None;IV;Gas Giant;10;2;8;8;1;0;0;8;21;886;186;3729;122;65535;5459
Aquilae;Gamma;912.0;974.1;red;dwarf;None;IV-a;Infrared;4;3;3;1;1;0;57;3;97;30;29;-240;244;76;3112
Arianni;Gamma;739.5;168.7;yellow;dwarf;None;IV-a;Ultramarine;2;1;2;1;2;86;330;-16;32;31;9;-204;281;90;6527
Aurigae;Delta;818.7;193.7;white;dwarf;None;IV-a;Lanthanide;5;5;1;1;1;0;1080;1;155;36;55;-95;270;0;4010
Aurigae;Beta;808.0;201.1;orange;dwarf;None;IV-a;Noble;2;2;1;1;1;0;297;34;33;27;8;-225;279;0;6089
Ceti;Zeta;289.5;468.7;green;dwarf;None;IV-a;Cyanic;1;1;1;1;1;0;32;-2;32;37;11;-158;232;0;4249
Chandrasekhar;Gamma;020.8;662.5;green;dwarf;None;IV-a;Copper;2;2;2;1;1;0;441;26;153;34;52;-155;227;12;4029
Chandrasekhar;Alpha;012.5;654.1;red;giant;None;IV-a;Ultramarine;5;1;3;1;5;16;323;-5;34;26;8;-92;154;77;2687
Circini;Alpha;039.5;597.9;green;giant;None;IV-a;Cyanic;7;1;3;7;1;0;56;-19;32;28;8;584;173;87;3860
Columbae;Alpha;075.0;645.8;white;giant;None;IV-a;Radioactive;8;1;3;8;1;0;1480;49;203;25;50;869;247;75;3716
Corvi;Eta;102.0;993.7;red;dwarf;None;IV-a;Cimmerian;4;4;1;1;1;0;89;-37;156;32;49;-250;221;0;6656
Corvi;Beta;033.3;981.2;green;dwarf;None;IV-a;Urea;7;7;3;1;1;0;39;14;60;25;15;-156;299;102;4117
Corvi;Epsilon;010.4;912.5;red;dwarf;None;IV-a;Chondrite;6;6;1;1;1;0;28;0;96;37;35;-244;244;0;3992
Corvi;Zeta;008.3;997.9;red;dwarf;None;IV-a;Infrared;5;4;3;1;3;189;57;5;102;26;26;-243;245;90;3942
Gorno;Gamma;293.9;011.6;orange;dwarf;None;IV-a;Acid;4;4;1;1;1;0;175;-4;105;28;29;-223;230;0;5614
Hyginus;Alpha;852.0;416.6;red;dwarf;None;IV-a;Purple;3;3;1;1;1;0;159;9;61;30;18;-247;227;0;4927
Leonis;Beta;943.7;785.4;red;dwarf;None;IV-a;Chondrite;6;6;1;1;1;0;27;-3;101;31;31;-246;22508;0;4519
Leporis;Beta;766.6;866.6;orange;dwarf;None;IV-a;Super-Dense;5;5;3;1;1;0;147;-4;196;27;52;-208;56237;87;3316
Lyncis;Zeta;522.9;972.9;red;dwarf;None;IV-a;Selenic;1;1;1;1;1;0;198;8;63;30;18;-249;250;0;5820
Mensae;Beta;403.0;288.7;red;dwarf;None;IV-a;Metal;4;4;3;1;1;0;718;-13;150;30;45;-245;245;86;4426
Mensae;Gamma;464.5;295.8;red;dwarf;None;IV-a;Super-Dense;6;6;3;1;2;74;135;-8;192;33;63;-242;194;88;3511
Ophiuchi;Beta;047.9;887.5;red;dwarf;None;IV-a;Pellucid;1;1;1;1;1;0;0;-3;63;35;22;-246;253;0;4529
Pavonis;Beta;068.7;800.0;orange;dwarf;None;IV-a;Dust;4;4;2;1;1;0;87;-35;58;35;20;-220;206;11;4998
Ptolemae;Delta;215.6;044.0;orange;dwarf;None;IV-a;Dust;3;3;2;1;1;0;36;-12;63;30;18;-217;203;15;4512
Tauri;Alpha;022.9;366.6;green;dwarf;None;IV-a;Copper;2;2;1;1;1;0;294;-29;157;26;40;-182;230;15;6778
Tauri;Gamma;026.7;364.5;blue;dwarf;None;IV-a;Halide;1;1;1;1;1;0;226;49;62;25;15;-114;247;0;3489
Telescopii;Alpha;028.5;402.0;white;dwarf;None;IV-a;Treasure;3;3;1;1;1;0;864;13;208;29;60;-76;232;0;3273
Trianguli;Alpha;793.4;031.8;blue;dwarf;None;IV-a;Carbide;4;4;1;1;1;0;137;-4;105;33;34;-116;253;0;3544
Trianguli;Gamma;806.2;031.8;red;dwarf;None;IV-a;Ultramarine;4;3;3;1;1;14;196;-19;34;33;11;-244;298;89;4081
Virginis;Gamma;079.1;327.0;red;dwarf;None;IV-a;Infrared;3;2;3;1;1;0;93;23;97;34;32;-243;22980;86;3939
Wolf;Alpha;160.1;174.6;red;dwarf;None;IV-a;Azure;5;4;1;1;5;92;60;48;61;31;18;-249;293;12;5791
Zeeman;Prime;335.2;194.0;white;super giant;None;IV-a;Treasure;8;1;3;8;1;0;2058;-24;199;34;67;3014;236;109;5459
Aquilae;Gamma;912.0;974.1;red;dwarf;None;IV-b;Pellucid;3;3;1;1;1;0;150;-18;58;30;17;-240;245;0;3112
Arianni;Gamma;739.5;168.7;yellow;dwarf;None;IV-b;Carbide;2;2;1;1;1;0;121;-5;104;28;29;-204;162;0;6527
Ceti;Zeta;289.5;468.7;green;dwarf;None;IV-b;Cyanic;2;2;1;1;1;0;35;-31;33;29;9;-158;201;0;4249
Circini;Alpha;039.5;597.9;green;giant;None;IV-b;Carbide;7;3;3;7;1;0;97;9;105;30;31;592;227;104;3860
Columbae;Alpha;075.0;645.8;white;giant;None;IV-b;Lanthanide;9;7;3;8;1;0;1475;-13;150;30;45;910;245;86;3716
Corvi;Eta;102.0;993.7;red;dwarf;None;IV-b;Azure;5;5;1;1;1;43;126;-17;63;30;18;-250;266;13;6656
Corvi;Zeta;008.3;997.9;red;dwarf;None;IV-b;Ultramarine;3;1;3;1;1;6;178;8;32;25;8;-243;178;101;3942
Hyginus;Alpha;852.0;416.6;red;dwarf;None;IV-b;Chondrite;7;7;1;1;1;0;46;20;103;26;26;-247;176;0;4927
Leonis;Beta;943.7;785.4;red;dwarf;None;IV-b;Ultramarine;4;3;3;1;1;0;269;-12;33;33;10;-246;185;95;4519
Leporis;Beta;766.6;866.6;orange;dwarf;None;IV-b;Cimmerian;4;4;1;1;1;0;118;22;146;36;52;-208;279;0;3316
Lyncis;Zeta;522.9;972.9;red;dwarf;None;IV-b;Cimmerian;4;4;1;1;1;0;79;3;150;25;37;-249;212;0;5820
Mensae;Beta;403.0;288.7;red;dwarf;None;IV-b;Pellucid;1;1;1;1;1;0;0;-18;63;31;19;-245;218;0;4426
Ophiuchi;Beta;047.9;887.5;red;dwarf;None;IV-b;Chondrite;7;7;1;1;1;0;77;3;99;29;28;-246;176;0;4529
Pavonis;Beta;068.7;800.0;orange;dwarf;None;IV-b;Purple;3;3;1;1;1;0;69;10;59;32;18;-220;290;0;4998
Tauri;Alpha;022.9;366.6;green;dwarf;None;IV-b;Halide;3;3;1;1;1;0;642;-15;58;35;20;-182;27452;0;6778
Tauri;Gamma;026.7;364.5;blue;dwarf;None;IV-b;Azure;6;6;2;1;1;0;69;6;62;29;17;-114;291;14;3489
Virginis;Gamma;079.1;327.0;red;dwarf;None;IV-b;Dust;4;4;2;1;1;0;42;0;60;25;15;-243;211;14;3939
Wolf;Alpha;160.1;174.6;red;dwarf;None;IV-b;Super-Dense;5;5;2;1;1;0;105;-4;208;34;70;-249;224;79;5791
Zeeman;Prime;335.2;194.0;white;super giant;None;IV-b;Urea;9;6;7;8;1;0;120;-8;62;25;15;3892;167;3495;5459
Aquilae;Gamma;912.0;974.1;red;dwarf;None;IV-c;Cimmerian;4;4;1;1;1;0;86;-17;152;32;48;-240;267;0;3112
Arianni;Gamma;739.5;168.7;yellow;dwarf;None;IV-c;Carbide;4;4;1;1;1;0;59;-26;100;32;32;-204;234;0;6527
Ceti;Zeta;289.5;468.7;green;dwarf;None;IV-c;Selenic;1;1;1;1;1;0;198;-5;63;26;16;-158;154;0;4249
Circini;Alpha;039.5;597.9;green;giant;None;IV-c;Selenic;7;1;3;7;1;0;213;-2;62;33;20;586;151;78;3860
Columbae;Alpha;075.0;645.8;white;giant;None;IV-c;Yttric;8;4;5;8;1;0;673;-29;147;33;48;1091;203;215;3716
Corvi;Eta;102.0;993.7;red;dwarf;None;IV-c;Chondrite;7;7;1;1;1;0;65;26;102;28;28;-250;207;0;6656
Corvi;Zeta;008.3;997.9;red;dwarf;None;IV-c;Purple;4;4;1;1;1;0;87;29;60;37;22;-243;165;0;3942
Tauri;Gamma;026.7;364.5;blue;dwarf;None;IV-c;Halide;1;1;1;1;1;0;266;-18;61;25;15;-114;253;0;3489
Wolf;Alpha;160.1;174.6;red;dwarf;None;IV-c;Super-Dense;5;5;2;1;1;0;153;24;193;28;54;-249;265;103;5791
Zeeman;Prime;335.2;194.0;white;super giant;None;IV-c;Opalescent;8;4;1;8;1;0;207;-14;60;27;16;2785;160;0;5459
Aquilae;Gamma;912.0;974.1;red;dwarf;None;IV-d;Crimson;4;3;3;1;1;0;239;-3;104;35;36;-240;266;100;3112
Ceti;Zeta;289.5;468.7;green;dwarf;None;IV-d;Azure;5;5;2;1;1;0;84;-3;59;26;15;-158;25545;10;4249
Circini;Alpha;039.5;597.9;green;giant;None;IV-d;Lanthanide;8;7;3;7;1;0;1140;-3;146;35;51;562;266;100;3860
Columbae;Alpha;075.0;645.8;white;giant;None;IV-d;Cyanic;8;1;3;8;1;0;76;-11;33;32;10;931;170;93;3716
Tauri;Gamma;026.7;364.5;blue;dwarf;None;IV-d;Lanthanide;6;6;1;1;1;0;745;-4;150;36;54;-114;240;0;3489
Wolf;Alpha;160.1;174.6;red;dwarf;None;IV-d;Urea;6;6;2;1;2;14;44;-6;58;30;17;-249;51757;104;5791
Zeeman;Prime;335.2;194.0;white;super giant;None;IV-d;Yttric;8;4;5;8;1;0;645;29;145;37;53;3355;165;239;5459
Aldebaran;Prime;737.5;356.2;blue;dwarf;None;IX;Ultraviolet;3;3;2;1;1;0;550;-11;151;106;160;-164;222;84;7448
Aquilae;Gamma;912.0;974.1;red;dwarf;None;IX;Gas Giant;8;3;8;1;1;0;0;20;21;509;106;-252;107;65535;7608
Centauri;Alpha;155.9;099.3;red;super giant;None;IX;Cimmerian;4;3;1;4;1;0;164;8;144;25;36;159;279;0;7576
Chandrasekhar;Delta;018.7;652.0;orange;dwarf;None;IX;Dust;4;4;1;1;1;0;66;-1;61;28;17;-231;247;10;7902
Chandrasekhar;Alpha;012.5;654.1;red;giant;None;IX;Gas Giant;8;3;8;1;1;0;0;4;21;1346;282;-160;155;65535;6875
Circini;Zeta;045.6;598.9;orange;dwarf;None;IX;Gas Giant;8;2;8;1;1;0;0;9;20;1054;210;-231;151;65535;7688
Hyades;Kappa;766.4;958.9;green;dwarf;None;IX;Gas Giant;8;3;8;1;1;0;0;13;21;662;139;-186;81;65535;7452
Kepler;Alpha;581.2;320.8;yellow;dwarf;None;IX;Urea;5;5;2;1;1;0;49;-8;58;29;16;-209;185;108;7768
Leonis;Gamma;968.7;733.3;white;dwarf;None;IX;Gas Giant;8;1;8;1;1;0;0;-22;21;410;86;-143;106;65535;7498
Leonis;Alpha;900.0;822.9;green;dwarf;None;IX;Pellucid;2;2;1;1;1;0;0;-1;62;25;15;-187;232;0;7617
Mersenne;Beta;241.6;729.1;red;dwarf;None;IX;Magma;7;7;1;1;1;0;114;-17;143;93;132;-250;229;0;6280
Pavonis;Alpha;056.2;800.0;green;giant;None;IX;Acid;6;2;2;6;1;0;268;12;101;37;37;364;157;104;7868
Pegasi;Alpha;033.3;762.5;blue;dwarf;None;IX;Gas Giant;8;2;8;1;1;0;0;-27;20;445;89;-166;90;65535;7710
Pyxidis;Gamma;906.2;508.3;orange;dwarf;None;IX;Green;3;3;2;1;1;0;530;-2;100;35;35;-229;174;104;7108
Tauri;Epsilon;014.9;351.9;red;dwarf;None;IX;Iodine;3;3;1;1;1;0;73;-10;58;94;54;-252;250;15;7392
Telescopii;Alpha;028.5;402.0;white;dwarf;None;IX;Urea;7;7;2;1;1;0;25;8;62;27;16;-139;187;105;7087
Virginis;Alpha;029.1;325.0;green;dwarf;None;IX;Gas Giant;8;1;8;1;1;0;0;19;20;677;135;-185;134;65535;7188
Aldebaran;Prime;737.5;356.2;blue;dwarf;None;IX-a;Quasi-Degenerate;5;5;1;1;1;0;425;-10;155;35;54;-164;230;0;7448
Aquilae;Gamma;912.0;974.1;red;dwarf;None;IX-a;Selenic;3;3;1;1;1;0;177;-2;61;31;18;-252;203;0;7608
Chandrasekhar;Alpha;012.5;654.1;red;giant;None;IX-a;Pellucid;1;1;1;1;1;0;275;0;62;35;21;-160;21687;0;6875
Hyades;Kappa;766.4;958.9;green;dwarf;None;IX-a;Super-Dense;7;5;2;1;7;82;210;4;192;25;48;-186;211;89;7452
Leonis;Gamma;968.7;733.3;white;dwarf;None;IX-a;Auric;2;2;1;1;1;0;690;8;143;33;47;-143;31774;10;7498
Pegasi;Alpha;033.3;762.5;blue;dwarf;None;IX-a;Ultramarine;2;2;2;1;1;0;411;-9;32;33;10;-166;238;97;7710
Virginis;Alpha;029.1;325.0;green;dwarf;None;IX-a;Opalescent;3;3;1;1;1;0;156;-2;63;30;18;-185;242;0;7188
Aquilae;Gamma;912.0;974.1;red;dwarf;None;IX-b;Selenic;1;1;1;1;1;0;81;0;58;32;18;-252;214;0;7608
Chandrasekhar;Alpha;012.5;654.1;red;giant;None;IX-b;Metal;5;3;2;1;5;41;529;-31;153;29;44;-160;201;85;6875
Hyades;Kappa;766.4;958.9;green;dwarf;None;IX-b;Ultramarine;3;3;2;1;1;0;141;0;34;25;8;-186;211;97;7452
Leonis;Gamma;968.7;733.3;white;dwarf;None;IX-b;Halide;3;3;1;1;1;0;364;-18;58;30;17;-143;245;0;7498
Pegasi;Alpha;033.3;762.5;blue;dwarf;None;IX-b;Radioactive;1;1;1;1;1;0;1096;6;206;26;53;-166;209;0;7710
Virginis;Alpha;029.1;325.0;green;dwarf;None;IX-b;Alkali;2;2;1;1;1;0;183;-7;102;36;36;-185;172;12;7188
Aquilae;Gamma;912.0;974.1;red;dwarf;None;IX-c;Selenic;1;1;1;1;1;0;105;6;60;27;16;-252;205;0;7608
Chandrasekhar;Alpha;012.5;654.1;red;giant;None;IX-c;Super-Dense;7;7;2;1;1;10;336;11;210;32;67;-160;216;77;6875
Pegasi;Alpha;033.3;762.5;blue;dwarf;None;IX-c;Cyanic;3;3;1;1;1;0;104;-16;32;31;9;-166;270;0;7710
Aquilae;Gamma;912.0;974.1;red;dwarf;None;IX-d;Ultramarine;2;2;2;1;1;0;227;26;33;34;11;-252;227;111;7608
Pegasi;Alpha;033.3;762.5;blue;dwarf;None;IX-d;Ultramarine;3;3;2;1;1;0;160;23;34;32;10;-166;249;103;7710
Sol;Prime;175.2;145.0;yellow;dwarf;None;Jupiter;Gas Giant;8;1;8;1;1;0;0;3;24;1120;268;-143;98;65535;2662
Sol;Prime;175.2;145.0;yellow;dwarf;None;Jupiter-a;Radioactive;4;4;1;1;1;0;1176;0;69;25;17;-163;390;0;2662
Sol;Prime;175.2;145.0;yellow;dwarf;None;Jupiter-b;Halide;2;2;1;1;1;0;410;0;54;25;13;-161;840;0;2662
Sol;Prime;175.2;145.0;yellow;dwarf;None;Jupiter-c;Cyanic;1;1;1;1;1;0;103;0;35;41;14;-164;1728;0;2662
Sol;Prime;175.2;145.0;yellow;dwarf;None;Jupiter-d;Pellucid;2;2;1;1;1;0;0;0;35;38;13;-167;4008;0;2662
Sol;Prime;175.2;145.0;yellow;dwarf;None;Mars;Dust;2;2;2;1;1;0;168;24;72;53;38;-53;246;1;778
Sol;Prime;175.2;145.0;yellow;dwarf;None;Mercury;Metal;4;3;1;4;1;0;1060;3;98;38;37;165;14160;0;199
Sol;Prime;175.2;145.0;yellow;dwarf;None;Neptune;Gas Giant;8;1;8;1;1;0;0;30;28;396;110;-229;182;65535;15354
Sol;Prime;175.2;145.0;yellow;dwarf;None;Neptune-a;Vinylogous;2;1;2;1;1;0;58;0;95;27;25;-216;4300;10;15354
Sol;Prime;175.2;145.0;yellow;dwarf;None;Pluto;Pellucid;1;1;1;1;1;0;125;119;33;18;5;-235;1533;0;20157
Sol;Prime;175.2;145.0;yellow;dwarf;None;Saturn;Gas Giant;8;1;8;1;1;0;0;27;13;945;122;-197;102;65535;4874
Sol;Prime;175.2;145.0;yellow;dwarf;None;Saturn-a;Alkali;3;2;3;1;1;0;273;0;34;40;13;-178;3816;160;4874
Sol;Prime;175.2;145.0;yellow;dwarf;None;Uranus;Gas Giant;8;1;8;1;1;0;0;98;21;411;86;-217;172;65535;9809
Alcor;Prime;970.8;025.0;blue;dwarf;None;V;Opalescent;5;5;1;1;1;0;162;-3;61;32;19;-143;231;0;5188
Aldebaran;Prime;737.5;356.2;blue;dwarf;None;V;Gas Giant;8;3;8;1;1;0;0;-9;20;465;93;-120;141;65535;3764
Andromedae;Alpha;862.5;700.0;green;dwarf;None;V;Gas Giant;8;2;8;1;1;0;0;4;20;712;142;-175;100;65535;5816
Aquilae;Delta;914.4;968.6;yellow;dwarf;None;V;Telluric;3;3;2;1;2;8;177;-8;102;95;96;-204;187;76;6552
Aquilae;Epsilon;914.7;979.0;orange;dwarf;None;V;Dust;2;2;2;1;1;0;72;-20;58;31;17;-223;155;11;5627
Aquilae;Gamma;912.0;974.1;red;dwarf;None;V;Gas Giant;8;1;8;1;1;0;0;4;21;1226;257;-245;82;65535;4302
Arae;Delta;929.2;075.0;yellow;dwarf;None;V;Crimson;4;3;3;1;1;0;114;5;97;34;32;-193;178;103;4966
Arcturus;Prime;964.5;579.1;orange;dwarf;None;V;Noble;3;3;1;1;1;0;260;14;34;27;9;-210;227;0;3494
Aurigae;Alpha;806.2;208.3;white;dwarf;None;V;Ultraviolet;5;5;3;1;1;0;640;-19;152;76;115;-108;281;85;4651
Aurigae;Delta;818.7;193.7;white;dwarf;None;V;Yttric;4;4;2;1;1;0;776;18;154;25;38;-112;212;14;4876
Aurigae;Gamma;816.3;200.9;white;dwarf;None;V;Selenic;1;1;1;1;1;0;117;16;61;33;20;-114;23327;0;5046
Centauri;Alpha;155.9;099.3;red;super giant;None;V;Noble;6;2;3;6;1;0;504;4;34;35;11;507;242;79;4766
Centauri;Beta;141.2;090.5;green;dwarf;None;V;Urea;6;6;2;1;1;16;25;18;58;26;15;-184;160;80;7028
Ceti;Zeta;289.5;468.7;green;dwarf;None;V;Redux;4;4;1;1;1;0;344;14;101;80;80;-171;263;0;5386
Chandrasekhar;Delta;018.7;652.0;orange;dwarf;None;V;Green;5;5;3;1;1;0;415;18;104;29;30;-216;233;88;4222
Chandrasekhar;Gamma;020.8;662.5;green;dwarf;None;V;Telluric;4;4;2;1;2;4;243;-14;100;85;85;-177;53703;86;6066
Chandrasekhar;Alpha;012.5;654.1;red;giant;None;V;Gas Giant;8;3;8;1;1;0;0;-25;20;1168;233;-112;136;65535;3403
Circini;Beta;036.5;609.3;blue;dwarf;None;V;Ultraviolet;4;4;3;1;1;0;680;-8;157;104;163;-147;236;96;5550
Circini;Epsilon;056.3;598.0;orange;dwarf;None;V;Acid;2;2;1;1;1;0;136;30;96;33;31;-217;159;0;4479
Circini;Alpha;039.5;597.9;green;giant;None;V;Telluric;9;3;7;8;5;60;543;6;101;80;80;1281;184;2891;5019
Circini;Delta;054.1;614.5;orange;dwarf;None;V;Crimson;2;2;2;1;1;0;72;9;104;31;32;-223;299;96;5634
Circini;Zeta;045.6;598.9;orange;dwarf;None;V;Green;5;5;3;1;1;0;0;-1;104;25;26;-221;297;77;5090
Columbae;Alpha;075.0;645.8;white;giant;None;V;Sapphire;6;3;1;6;1;0;2325;16;62;84;52;547;251;0;4732
Corvi;Epsilon;010.4;912.5;red;dwarf;None;V;Water;4;4;1;1;1;0;197;27;100;76;76;-249;23566;13;5955
Corvi;Beta;033.3;981.2;green;dwarf;None;V;Alkali;4;4;1;1;1;0;129;37;103;37;38;-179;157;10;6342
Corvi;Gamma;006.2;947.9;green;dwarf;None;V;Ultraviolet;5;5;2;1;1;0;12;-58;151;78;117;-185;175;105;7291
Corvi;Zeta;008.3;997.9;red;dwarf;None;V;Gas Giant;8;3;8;1;1;0;0;-12;20;1049;209;-250;118;65535;6202
Corvi;Eta;102.0;993.7;red;dwarf;None;V;Gas Giant;8;3;8;1;1;0;0;11;21;411;86;-252;84;65535;7496
Cygnus;Alpha;047.9;458.3;blue;dwarf;None;V;Treasure;3;3;1;1;1;0;1020;4;193;30;57;-134;297;0;4552
Cygnus;Beta;047.9;464.5;green;dwarf;None;V;Gas Giant;8;1;8;1;1;0;0;23;20;1325;265;-178;128;65535;6269
Draconis;Iota;356.2;825.0;yellow;dwarf;None;V;Xenolithic;3;3;1;1;1;0;381;28;104;96;99;-208;262;13;7368
Fomalhaut;Prime;437.5;856.2;red;dwarf;None;V;Gas Giant;8;2;8;1;1;0;0;10;21;921;193;-252;86;65535;7420
Gorno;Delta;290.8;026.9;blue;dwarf;None;V;Metal;4;3;3;1;2;5;634;22;156;30;46;-136;297;76;4691
Gorno;Alpha;277.1;014.6;blue;dwarf;None;V;Carbide;2;2;1;1;1;0;159;-13;103;31;31;-131;229;0;4374
Gorno;Gamma;293.9;011.6;orange;dwarf;None;V;Green;5;5;2;1;1;0;330;14;104;35;36;-227;193;78;6478
Hyades;Kappa;766.4;958.9;green;dwarf;None;V;Acid;4;4;1;1;1;0;216;-15;98;27;26;-155;272;0;4043
Hyades;Iota;800.0;950.5;white;dwarf;None;V;Primordial;8;8;3;1;1;0;382;-1;96;105;100;-107;269;108;4614
Hyades;Theta;829.6;954.8;green;dwarf;None;V;Noble;3;3;1;1;1;0;164;16;34;36;12;-183;268;0;6877
Hyginus;Beta;864.5;406.2;red;dwarf;None;V;Iodine;6;6;2;1;1;0;181;26;60;105;63;-246;242;10;4811
Hyginus;Alpha;852.0;416.6;red;dwarf;None;V;Infrared;3;3;2;1;1;0;60;20;102;30;30;-251;281;85;7124
Kepler;Alpha;581.2;320.8;yellow;dwarf;None;V;Gas Giant;8;3;8;1;1;0;0;27;21;712;149;-191;127;65535;4662
Klystron;Beta;291.6;954.1;red;dwarf;None;V;Gas Giant;8;3;8;1;1;0;0;-10;20;1175;235;-252;115;65535;7337
Leonis;Alpha;900.0;822.9;green;dwarf;None;V;Treasure;1;1;1;1;1;0;1776;-17;195;35;68;-154;175;0;3992
Leonis;Beta;943.7;785.4;red;dwarf;None;V;Telluric;4;4;2;1;1;0;231;9;101;76;76;-251;261;111;7062
